State,Agency Type,Agency,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
Florida,Cities ,Sunrise,0,1,0,0,0,0,1,0,0,0,96919
Florida,Cities ,Tampa,0,2,0,0,0,0,1,1,0,0,400501
Florida,Cities ,Temple Terrace,1,0,0,0,0,0,0,0,0,1,26725
Florida,Cities ,Titusville,0,1,0,0,0,0,0,0,0,1,46866
Florida,Cities ,Weston,0,1,0,0,0,0,0,0,0,1,71946
Florida,Cities ,Winter Garden,2,0,0,0,0,0,0,2,0,0,46750
Florida,Metropolitan Counties,Alachua,0,0,1,0,0,0,0,0,1,0,
Florida,Metropolitan Counties,Bay,1,0,0,0,0,0,1,0,0,0,
Florida,Metropolitan Counties,Lake,2,0,0,0,0,0,2,0,0,0,
Florida,Metropolitan Counties,Lee,5,0,0,0,0,0,1,0,2,2,
Florida,Metropolitan Counties,Miami-Dade,0,3,2,0,0,0,1,2,,2,
Florida,Metropolitan Counties,Orange,1,1,1,0,0,0,0,2,0,1,
Florida,Metropolitan Counties,Osceola,1,0,1,0,0,0,1,0,1,0,
Florida,Metropolitan Counties,Pasco,1,0,1,0,0,0,1,1,0,0,
Florida,Metropolitan Counties,Santa Rosa,0,0,1,0,0,0,0,0,0,1,
Florida,Metropolitan Counties,Sarasota,1,0,0,0,0,0,0,0,0,1,
Florida,Metropolitan Counties,St. Johns,1,0,0,0,0,0,0,0,0,1,
Florida,Metropolitan Counties,Sumter,1,0,1,0,0,0,2,0,0,0,
Florida,Metropolitan Counties,Volusia,1,0,0,0,0,0,1,0,0,0,
Florida,Other Agencies,Fort Lauderdale Airport,1,0,0,0,0,0,0,0,1,0,
,Cities ,Albany,1,0,0,0,0,0,0,0,1,0,74989
,Cities ,Atlanta,0,1,0,0,0,0,1,0,0,,507369
Georgia,Cities ,Brookhaven,1,0,1,0,0,0,0,0,0,2,54734
Georgia,Cities ,Cartersville,1,0,0,0,0,0,1,0,0,0,21322
Georgia,Cities ,College Park,1,0,0,0,0,0,0,0,0,1,15278
Georgia,Cities ,Columbus,1,1,0,0,0,0,,1,1,,194356
Georgia,Cities ,Douglasville,2,0,0,0,0,0,0,0,0,2,34609
Georgia,Cities ,Dunwoody,3,0,1,0,0,0,2,1,0,1,49868
Georgia,Cities ,Emerson,0,1,0,0,0,0,0,0,1,0,1603
Georgia,Cities ,Fayetteville,0,0,0,0,1,0,0,0,0,1,18041
Georgia,Cities ,Garden City,1,0,0,0,0,0,1,0,0,0,8854
Georgia,Cities ,Glennville,0,0,1,0,0,0,0,0,0,1,5084
Georgia,Cities ,Griffin,3,0,0,0,0,0,0,0,0,3,22840
Georgia,Cities ,Johns Creek,2,0,0,0,0,0,0,0,0,2,85258
Georgia,Cities ,Kennesaw,3,1,0,0,0,0,0,0,0,4,34641
Georgia,Cities ,Lilburn,1,0,0,0,0,0,0,0,0,1,12769
Georgia,Cities ,Manchester,2,0,0,0,0,0,0,1,1,0,3958
Georgia,Cities ,Marietta,1,0,0,0,0,0,0,0,0,1,61324
Georgia,Cities ,Milledgeville,4,0,0,0,0,0,0,0,0,4,18655
Georgia,Cities ,Monroe,1,0,0,0,0,0,0,0,0,1,13662
Georgia,Cities ,Newnan,1,0,0,0,0,0,0,0,0,1,40720
Georgia,Cities ,Omega,0,0,0,0,0,1,,,,1,1222
Georgia,Cities ,Sandy Springs,4,1,0,1,0,0,0,1,1,4,110760
Georgia,Cities ,Smyrna,2,0,0,0,0,0,0,0,0,2,57423
Georgia,Cities ,Snellville,1,0,0,0,0,0,0,0,0,1,20113
Georgia,Cities ,Sparta,4,0,0,0,0,0,0,0,0,4,1209
Georgia,Cities ,Suwanee,1,0,0,0,0,0,0,1,0,0,21331
Georgia,Cities ,Warner Robins,7,0,0,0,0,0,0,0,0,7,76623
Georgia,Universities and Colleges,Fort Valley State University,4,0,0,0,0,0,0,0,0,4,3044
Georgia,Metropolitan Counties,Cherokee,0,1,0,0,0,0,0,0,0,1,
Georgia,Metropolitan Counties,Cobb County Police Department,11,1,2,0,0,0,3,4,2,5,
Georgia,Metropolitan Counties,Coweta,0,0,1,0,0,0,0,0,1,0,
Georgia,Metropolitan Counties,Douglas,1,0,0,0,0,1,0,0,0,2,
Georgia,Metropolitan Counties,Fayette,1,0,0,0,0,0,0,0,0,1,
Georgia,Metropolitan Counties,Forsyth,2,0,0,0,0,0,0,0,0,2,
Georgia,Metropolitan Counties,Hall,1,0,0,1,0,0,0,1,1,0,
Georgia,Metropolitan Counties,Haralson,1,0,0,0,0,0,,,0,1,
Georgia,Metropolitan Counties,Lee,0,0,0,0,1,0,0,0,1,0,
Georgia,Metropolitan Counties,Murray,0,1,0,0,0,0,,0,0,1,
Georgia,Metropolitan Counties,Newton,0,0,0,0,0,1,0,0,1,0,
Georgia,Metropolitan Counties,Paulding,1,0,0,0,0,0,0,0,0,1,
Georgia,Metropolitan Counties,Whitfield,1,0,0,0,0,0,0,0,1,,
Georgia,Nonmetropolitan Counties,Banks,0,0,0,1,0,0,1,0,0,,
Georgia,Nonmetropolitan Counties,Decatur,1,0,0,0,0,0,0,0,0,1,
Georgia,Nonmetropolitan Counties,Fannin,1,0,0,0,0,0,0,0,0,1,
Georgia,Nonmetropolitan Counties,Montgomery,1,0,0,0,0,0,,,1,0,
Georgia,Nonmetropolitan Counties,Pierce,1,0,0,0,1,0,2,0,0,0,
Georgia,Other Agencies,Atlanta Public Schools,1,0,0,0,0,0,0,0,0,1,
Georgia,Other Agencies,Fulton County School System,0,1,0,1,0,0,0,0,0,2,
Georgia,Other Agencies,Gwinnett County Public Schools,1,0,0,0,0,0,0,0,1,0,
Hawaii,Cities ,Honolulu,30,2,9,0,0,0,15,7,12,7,974902
Idaho,Cities ,Boise,6,0,2,0,0,0,3,2,1,2,231314
Idaho,Cities ,Chubbuck,1,0,0,0,0,0,1,0,0,0,15490
Idaho,Cities ,Coeur d'Alene,3,0,0,0,0,0,0,0,0,3,52256
Idaho,Cities ,Jerome,1,0,0,0,0,0,1,0,0,0,11921
Idaho,Cities ,Pocatello,0,0,1,0,0,0,0,1,0,0,56514
Idaho,Cities ,Post Falls,1,0,1,0,0,0,1,0,1,0,35649
Idaho,Metropolitan Counties,Bonneville,3,0,0,1,0,0,0,3,0,1,
Idaho,Nonmetropolitan Counties,Cassia,3,0,0,0,0,0,0,1,2,0,
Idaho,Nonmetropolitan Counties,Idaho,0,1,0,0,0,0,1,0,0,0,
Illinois,Cities ,Aurora,0,1,0,0,0,0,0,0,0,1,199784
Illinois,Cities ,Bartonville,0,0,1,0,0,0,1,0,0,0,6137
Illinois,Cities ,Bloomingdale,0,1,0,0,0,0,1,0,,0,21872
Illinois,Cities ,Bolingbrook,0,0,2,0,0,0,0,1,,1,75394
Illinois,Cities ,Chicago,18,5,11,0,0,6,13,17,9,0,2707064
Illinois,Cities ,DeKalb,1,0,0,0,0,0,0,1,0,0,42428
Illinois,Cities ,Elk Grove Village,1,0,0,0,0,0,0,1,0,0,32371
Illinois,Cities ,Fairview Heights,1,0,0,0,0,0,0,0,0,1,16368
Illinois,Cities ,Farmington,1,0,0,0,0,0,0,1,0,0,2236
Illinois,Cities ,Galesburg,0,1,0,0,0,0,1,0,0,0,30220
Illinois,Cities ,Genoa,0,1,0,0,0,0,0,1,0,,5211
Illinois,Cities ,Hoopeston,1,0,0,0,0,0,1,0,0,0,5046
Illinois,Cities ,Joliet,0,0,1,0,0,0,1,0,0,0,148155
Illinois,Cities ,Montgomery,1,0,0,0,0,0,0,0,1,0,19927
Illinois,Cities ,Pingree Grove,1,0,0,0,0,0,0,0,1,0,9765
Illinois,Cities ,Pontiac,1,0,0,0,0,0,1,0,0,0,11211
Illinois,Cities ,Rockford,1,0,2,0,0,0,1,1,1,0,145719
Illinois,Cities ,Springfield,1,0,0,0,0,0,0,0,0,1,114393
Illinois,Cities ,Steger,1,0,0,0,0,0,0,1,0,0,9301
Illinois,Cities ,Streamwood,1,0,0,0,0,0,0,0,1,0,39529
Illinois,Metropolitan Counties,Lake,1,0,0,0,0,0,0,,,1,
Illinois,Metropolitan Counties,Peoria,2,0,0,0,0,0,0,1,1,0,
Illinois,Metropolitan Counties,Sangamon,1,0,0,0,0,0,0,1,0,0,
Indiana,Cities ,Bloomington,1,0,0,0,0,0,1,0,0,0,85542
Indiana,Cities ,Columbus,2,0,1,0,0,0,0,1,0,2,47991
Indiana,Cities ,Evansville,1,0,0,0,0,0,,1,,,117700
Indiana,Cities ,Fort Wayne,1,1,1,0,0,0,1,1,1,0,269366
Indiana,Cities ,Frankfort,1,0,0,0,0,0,,,1,,15759
Indiana,Cities ,Hammond,5,0,1,0,0,0,2,1,3,,75201
Indiana,Cities ,Hobart,2,0,0,0,0,0,0,0,1,1,27880
Indiana,Cities ,Indianapolis,13,5,3,0,0,1,5,3,8,6,883699
Indiana,Cities ,Lafayette,6,2,2,0,0,0,,4,4,2,72585
Indiana,Cities ,Leavenworth,0,0,1,0,0,0,,0,,1,232
Indiana,Cities ,Linton,1,1,0,0,0,0,,0,2,,5185
Indiana,Cities ,Plainfield,3,0,1,0,0,0,,,2,1,35317
Indiana,Cities ,Schererville,0,1,0,0,0,0,,1,0,0,28412
Indiana,Cities ,South Bend,4,1,0,0,0,1,2,1,2,1,101944
Indiana,Cities ,Terre Haute,3,0,0,0,0,0,1,0,2,0,60749
Indiana,Universities and Colleges,Butler University,0,0,1,0,0,0,1,,,,5306
Indiana,Universities and Colleges,University of Indianapolis,0,1,0,0,0,0,,,1,0,
Indiana,Metropolitan Counties,La Porte,1,0,0,0,0,0,0,0,1,0,
Indiana,Metropolitan Counties,Madison,1,0,0,0,0,0,0,0,0,1,
Indiana,Metropolitan Counties,Porter,0,1,0,0,0,0,0,0,1,0,
Indiana,Metropolitan Counties,St. Joseph,1,0,0,0,0,0,0,0,0,1,
Indiana,Metropolitan Counties,Vigo,1,0,2,0,0,0,0,0,2,1,
Indiana,State Police Agencies,Greene County,0,0,1,0,0,0,0,0,1,0,
Iowa,Cities ,Ames,0,0,2,0,0,0,0,1,1,0,68237
Iowa,Cities ,Clive,0,0,1,0,0,0,0,0,0,1,17305
Iowa,Cities ,Davenport,1,0,0,0,0,0,0,0,0,1,102392
Iowa,Cities ,Dubuque,1,0,0,0,0,0,0,0,1,0,57973
Iowa,Cities ,Iowa City,2,0,0,0,0,0,0,2,0,0,77390
Iowa,Cities ,Sioux City,0,0,1,0,0,0,1,0,0,0,82339
Iowa,Cities ,Waterloo,1,0,0,0,0,0,0,0,1,0,67723
Iowa,Universities and Colleges,Iowa State University,1,0,0,0,0,0,0,0,0,1,39108
,Cities ,Atchison,1,0,0,0,0,0,0,1,0,0,10509
,Cities ,Basehor,0,1,0,0,0,0,0,0,0,1,6418
,Cities ,Bel Aire,0,1,0,0,0,0,1,0,0,0,8252
,Cities ,Bonner Springs,1,0,0,0,0,0,0,1,0,0,7850
Kansas,Cities ,Cherryvale,0,1,0,0,0,0,0,1,0,0,2127
Kansas,Cities ,Clay Center,0,0,0,1,0,0,0,0,1,0,3946
Kansas,Cities ,Coffeyville,0,1,0,0,0,0,0,0,0,1,9260
Kansas,Cities ,Columbus,1,0,0,0,0,0,0,0,0,1,3042
Kansas,Cities ,Concordia,1,0,1,0,0,0,0,0,0,2,4904
Kansas,Cities ,Dodge City,2,0,0,0,0,0,0,1,0,1,27314
Kansas,Cities ,El Dorado,1,0,0,0,0,0,0,0,1,0,12899
Kansas,Cities ,Garden City,1,0,1,0,0,0,2,0,0,0,26509
Kansas,Cities ,Gardner,1,0,0,0,0,0,0,0,1,0,22229
Kansas,Cities ,Garnett,1,0,0,0,0,0,0,0,0,1,3244
Kansas,Cities ,Goodland,0,1,0,0,0,0,1,0,0,0,4374
Kansas,Cities ,Hays,1,0,0,0,0,0,0,0,1,0,20894
Kansas,Cities ,Haysville,0,1,0,0,0,0,1,0,0,0,11319
Kansas,Cities ,Hiawatha,1,1,0,0,0,0,0,1,1,0,3119
Kansas,Cities ,Hillsboro,1,0,0,1,0,0,2,0,0,0,2814
Kansas,Cities ,Hoisington,1,0,0,0,0,0,0,1,0,0,2486
Kansas,Cities ,Hutchinson,2,0,0,0,0,0,1,0,1,0,40431
Kansas,Cities ,Independence,0,0,1,0,0,0,0,0,1,0,8497
Kansas,Cities ,Larned,1,0,0,0,0,0,0,1,0,0,3739
Kansas,Cities ,Leavenworth,2,0,0,0,0,0,0,0,2,0,36149
Kansas,Cities ,Leawood,0,0,0,1,0,0,1,0,0,0,35052
Kansas,Cities ,Lindsborg,0,1,0,0,0,0,0,1,0,0,3269
Kansas,Cities ,Maize,0,1,0,0,0,0,1,0,0,0,4836
Kansas,Cities ,Paola,1,0,0,0,0,0,0,1,0,0,5676
Kansas,Cities ,Salina,6,0,0,0,0,2,1,6,0,1,46567
Kansas,Cities ,Shawnee,2,0,0,0,0,0,0,1,1,0,66300
Kansas,Cities ,Tonganoxie,1,1,0,0,0,0,1,0,0,1,5591
Kansas,Cities ,Topeka,1,0,0,0,0,0,1,0,0,0,125655
Kansas,Cities ,Valley Center,0,1,0,0,0,0,0,0,1,0,7376
Kansas,Cities ,Wichita,2,0,2,0,0,0,1,0,2,1,390080
Kansas,Cities ,Winfield,0,1,0,0,0,0,0,0,0,1,12023
Kansas,Universities and Colleges,Main Campus,1,0,0,0,0,0,1,0,0,0,31136
Kansas,Universities and Colleges,Medical Center,1,0,0,0,0,0,1,0,0,0,
Kansas,Metropolitan Counties,Doniphan,0,1,0,0,0,0,0,0,1,0,
Kansas,Metropolitan Counties,Jefferson,0,2,0,0,1,0,0,2,1,0,
Kansas,Metropolitan Counties,Johnson,1,0,0,0,0,0,0,1,0,0,
Kansas,Metropolitan Counties,Pottawatomie,0,1,0,0,0,0,0,1,0,0,
Kansas,Metropolitan Counties,Riley County Police Department,0,0,1,0,0,0,0,0,1,0,
Kansas,Metropolitan Counties,Sedgwick,0,2,0,0,0,0,0,2,0,0,
Kansas,Nonmetropolitan Counties,Barton,0,1,0,0,0,0,0,1,0,0,
Kansas,Nonmetropolitan Counties,Edwards,0,1,0,0,0,0,1,0,0,0,
Kansas,Nonmetropolitan Counties,Labette,0,3,0,0,0,0,1,1,0,1,
Kansas,Nonmetropolitan Counties,McPherson,0,1,0,0,0,0,1,0,0,0,
Kansas,Nonmetropolitan Counties,Nemaha,0,1,1,0,0,0,0,1,1,0,
Kansas,Nonmetropolitan Counties,Saline,1,0,0,0,0,0,0,0,0,1,
Kansas,Nonmetropolitan Counties,Thomas,1,0,0,0,0,0,0,1,0,0,
Kansas,State Police Agencies,Troop B,1,0,0,0,0,0,1,0,0,0,
Kansas,State Police Agencies,Troop C,0,1,0,0,0,0,0,1,0,0,
Kansas,Other Agencies,Kansas Department of Wildlife and Parks,0,1,0,0,0,0,1,0,0,0,
Kentucky,Cities ,Ashland,3,0,0,0,0,0,2,1,0,0,20222
Kentucky,Cities ,Audubon Park,1,0,0,0,0,0,0,1,0,0,1504
Kentucky,Cities ,Berea,2,0,0,0,0,0,1,1,0,0,16074
Kentucky,Cities ,Bowling Green,3,0,1,0,0,0,0,2,0,2,69627
Kentucky,Cities ,Campbellsville,2,0,0,0,0,0,0,0,1,1,11488
Kentucky,Cities ,Covington,8,0,0,0,0,0,6,0,0,2,40350
Kentucky,Cities ,Edgewood,1,0,0,0,0,0,0,0,0,1,8749
Kentucky,Cities ,Erlanger,1,0,0,0,0,0,1,0,0,0,23116
Kentucky,Cities ,Florence,2,0,0,1,0,0,1,1,0,1,32848
Kentucky,Cities ,Frankfort,3,0,0,0,0,0,2,0,1,0,27723
Kentucky,Cities ,Georgetown,3,0,0,0,0,0,2,1,0,0,35106
Kentucky,Cities ,Glasgow,1,0,0,0,0,0,1,0,0,0,14475
Kentucky,Cities ,Hodgenville,1,0,0,0,0,0,1,0,0,0,3239
Kentucky,Cities ,Hopkinsville,2,0,0,0,0,0,1,1,0,0,30895
Kentucky,Cities ,Jeffersontown,1,0,1,0,0,0,1,1,0,0,28015
Kentucky,Cities ,La Grange,1,0,0,0,0,0,1,0,0,0,9080
Kentucky,Cities ,Leitchfield,1,0,1,0,0,0,2,0,0,0,6852
Kentucky,Cities ,Lexington2,15,1,2,0,0,0,4,5,5,3,326070
Kentucky,Cities ,Louisville Metro,4,4,2,0,0,1,2,3,2,4,675501
Kentucky,Cities ,Mayfield,1,0,0,0,0,0,0,0,1,0,9851
Kentucky,Cities ,Maysville,2,0,0,0,0,0,0,2,0,0,8750
Kentucky,Cities ,Morehead,1,0,0,0,0,0,0,0,0,1,7736
Kentucky,Cities ,Newport,1,0,1,0,0,0,1,0,0,1,14965
Kentucky,Cities ,Nicholasville,1,0,0,0,0,0,1,0,0,0,31188
Kentucky,Cities ,Owensboro,5,0,0,0,0,0,0,0,4,1,60107
Kentucky,Cities ,Paducah,3,2,1,0,0,0,1,2,2,1,24832
Kentucky,Cities ,Radcliff,2,0,0,0,0,0,0,0,2,0,22998
Kentucky,Cities ,Richmond,1,0,0,0,0,0,1,0,0,0,36458
Kentucky,Cities ,Russell Springs,1,0,0,0,0,0,0,1,0,0,2632
Kentucky,Cities ,Shively,2,0,0,0,0,0,0,1,1,0,15845
Kentucky,Cities ,Simpsonville,0,0,1,0,0,0,1,0,0,0,2945
Kentucky,Cities ,Stanton,1,0,0,0,0,0,0,1,0,0,2651
Kentucky,Cities ,St. Matthews,0,0,0,0,1,0,0,0,0,1,18275
Kentucky,Cities ,Versailles,1,0,0,0,0,1,1,0,0,1,26625
Kentucky,Cities ,West Buechel,1,0,0,0,0,0,1,0,0,0,1285
Kentucky,Cities ,Winchester,0,0,0,0,0,1,0,1,0,0,18605
Kentucky,Universities and Colleges,University of Kentucky,1,0,0,0,0,0,1,0,0,0,31102
Kentucky,Universities and Colleges,University of Louisville,1,0,1,0,0,0,1,0,0,1,24828
Kentucky,Universities and Colleges,Western Kentucky University,1,0,0,0,0,0,0,0,0,1,24560
Kentucky,Metropolitan Counties,Boone,4,1,3,0,1,0,1,2,3,1,
Kentucky,Metropolitan Counties,Bourbon,0,0,1,0,0,0,0,0,1,0,
Kentucky,Metropolitan Counties,Campbell County Police Department,1,0,0,0,0,0,0,0,1,0,
Kentucky,Metropolitan Counties,Christian,1,0,0,0,0,0,1,0,0,0,
Kentucky,Metropolitan Counties,Daviess,1,0,0,0,0,0,0,1,0,0,
Kentucky,Metropolitan Counties,Grant,1,0,0,0,0,0,1,0,0,0,
Kentucky,Metropolitan Counties,Hardin,1,0,0,0,0,0,0,1,0,0,
Kentucky,Metropolitan Counties,Warren,0,1,1,0,0,0,1,0,1,0,
Kentucky,Nonmetropolitan Counties,Boyle,2,0,0,0,0,0,2,0,0,0,
Kentucky,Nonmetropolitan Counties,Franklin,1,0,0,0,0,0,1,0,0,0,
Kentucky,Nonmetropolitan Counties,Fulton,0,0,1,0,0,0,0,0,0,1,
Kentucky,Nonmetropolitan Counties,Harrison,1,0,0,0,0,0,0,1,0,0,
Kentucky,Nonmetropolitan Counties,Hopkins,2,0,0,0,0,0,1,0,0,1,
Kentucky,Nonmetropolitan Counties,Knox,1,1,0,0,0,0,0,0,0,1,
Kentucky,Nonmetropolitan Counties,Logan,0,0,1,0,0,0,1,0,0,0,
Kentucky,Nonmetropolitan Counties,Madison,1,0,0,0,0,0,0,0,0,1,
Kentucky,Nonmetropolitan Counties,Marshall,1,0,0,0,0,0,1,0,0,0,
Kentucky,Nonmetropolitan Counties,McCracken,2,0,0,0,0,0,0,0,1,1,
Kentucky,Nonmetropolitan Counties,Pulaski,1,0,0,0,0,0,1,0,0,0,
Kentucky,Nonmetropolitan Counties,Todd,1,0,0,0,0,0,0,0,0,1,
Kentucky,State Police Agencies,Bowling Green,2,0,0,0,0,0,1,0,1,0,
Kentucky,State Police Agencies,Elizabethtown,2,2,0,0,0,0,0,0,1,2,
Kentucky,State Police Agencies,Mayfield,1,0,1,0,0,0,0,1,0,0,
Kentucky,State Police Agencies,Richmond,1,0,0,0,0,0,0,1,0,0,
Kentucky,Other Agencies,Fayette County Schools,1,0,0,0,0,0,0,1,0,0,
Kentucky,Other Agencies,Greater Hardin County Narcotics Task Force,1,0,0,0,0,0,1,0,0,0,
Kentucky,Other Agencies,Jefferson County School District,2,0,0,0,0,1,0,1,1,1,
Kentucky,Other Agencies,Metcalfe County Schools,1,0,0,0,0,0,,0,0,1,
Louisiana,Cities ,Baton Rouge,0,0,1,0,0,0,0,1,0,0,220648
Louisiana,Cities ,New Orleans,2,0,3,0,0,0,2,1,1,1,394498
Louisiana,Cities ,Thibodaux,1,1,0,1,0,0,0,1,1,1,14587
Louisiana,Cities ,West Monroe,0,2,0,0,0,0,1,0,1,0,12350
Louisiana,Metropolitan Counties,Ascension,0,1,0,0,0,0,0,0,1,0,
Louisiana,Metropolitan Counties,Bossier,1,0,1,1,0,0,1,2,0,0,
Louisiana,Metropolitan Counties,Calcasieu,2,2,2,0,0,0,1,1,2,2,
Louisiana,Metropolitan Counties,Lafourche,0,1,0,0,0,0,0,0,1,0,
Louisiana,Metropolitan Counties,St. James,1,0,0,0,0,0,0,0,0,1,
Louisiana,Nonmetropolitan Counties,Evangeline,0,1,0,0,0,0,0,1,0,0,
Louisiana,Nonmetropolitan Counties,Madison,2,0,0,0,0,0,2,0,0,0,
Maine,Cities ,Augusta,0,1,1,0,0,0,0,1,0,1,18629
Maine,Cities ,Biddeford,0,0,1,0,0,0,0,0,1,0,21545
Maine,Cities ,Lewiston,2,0,0,0,0,0,0,0,0,2,35865
Maine,Cities ,Portland,4,0,1,0,0,0,1,1,2,1,66458
Maine,Cities ,Rockland,1,0,0,0,0,0,0,0,1,0,7128
Maine,Cities ,Saco,1,0,3,0,0,0,1,2,1,0,19908
Maine,Cities ,Sanford,0,0,1,0,0,0,0,1,0,0,21233
Maine,Cities ,South Portland,0,1,0,0,0,0,0,0,0,1,25686
Maine,Nonmetropolitan Counties,Franklin,1,0,0,0,0,0,0,0,0,1,
Maine,State Police Agencies,Maine State Police,1,0,0,0,0,0,1,0,0,0,
Maryland,Cities ,Takoma Park,0,0,1,0,0,0,0,0,1,0,17893
Maryland,Cities ,Westminster,1,0,0,0,0,0,1,0,0,0,18664
Maryland,Universities and Colleges,University of Maryland: Baltimore County,0,0,0,1,0,0,1,0,0,0,15681
Maryland,Universities and Colleges,University of Maryland: College Park,1,0,0,0,0,0,0,0,1,0,44052
Maryland,Metropolitan Counties,Carroll,1,0,0,0,0,0,1,0,0,0,
Maryland,Metropolitan Counties,Harford,1,0,0,0,0,0,0,,1,0,
Maryland,Metropolitan Counties,Montgomery County Police Department,0,3,1,0,0,0,2,2,0,0,
Maryland,Metropolitan Counties,Prince George's County Police Department,2,1,5,0,0,0,1,0,2,4,
Maryland,Other Agencies,Natural Resources Police,1,0,0,0,0,0,1,0,0,0,
Massachusetts,Cities ,Acton,4,2,0,0,0,0,2,1,2,1,23780
Massachusetts,Cities ,Amherst,0,0,0,0,1,0,0,1,0,0,39603
Massachusetts,Cities ,Andover,0,2,0,0,0,0,0,0,1,1,36547
Massachusetts,Cities ,Arlington,3,3,2,0,0,1,1,3,1,2,45614
Massachusetts,Cities ,Ashburnham,0,0,1,0,0,0,0,1,0,0,6330
Massachusetts,Cities ,Attleboro,0,0,1,0,0,0,0,1,0,0,44959
Massachusetts,Cities ,Barnstable,3,3,0,0,0,0,2,0,3,0,44032
Massachusetts,Cities ,Belmont,1,0,0,0,0,0,0,0,0,1,26331
Massachusetts,Cities ,Boston,113,26,47,0,1,1,39,57,39,42,698941
Massachusetts,Cities ,Braintree,1,1,0,0,0,0,0,0,2,0,37145
Massachusetts,Cities ,Brewster,0,0,1,0,0,0,0,0,1,0,9725
Massachusetts,Cities ,Brockton,2,0,0,0,0,0,2,0,0,0,95287
Massachusetts,Cities ,Brookline,4,2,0,0,0,0,1,1,1,3,58928
Massachusetts,Cities ,Cambridge,9,6,3,0,0,2,4,4,5,5,119908
Massachusetts,Cities ,Chilmark,1,0,0,0,0,0,0,1,0,0,920
Massachusetts,Cities ,Concord,1,0,0,0,0,0,1,0,0,0,19253
Massachusetts,Cities ,Danvers,2,2,0,0,0,0,0,1,0,2,27664
Massachusetts,Cities ,Dracut,1,0,0,0,0,0,0,0,1,0,31786
Massachusetts,Cities ,Easthampton,0,0,1,0,0,0,0,1,0,0,15979
Massachusetts,Cities ,Edgartown,1,0,0,0,0,0,0,0,1,0,4362
Massachusetts,Cities ,Everett,1,0,0,0,0,0,0,0,1,0,47195
Massachusetts,Cities ,Fall River,0,1,0,0,0,0,1,0,0,0,89066
Massachusetts,Cities ,Framingham,0,1,0,0,0,0,0,1,0,0,73127
Massachusetts,Cities ,Gloucester,1,0,0,0,0,0,0,0,1,0,30362
Massachusetts,Cities ,Greenfield,1,1,1,0,0,0,1,1,1,0,17464
Massachusetts,Cities ,Hamilton,1,1,0,0,0,0,0,0,1,0,8075
Massachusetts,Cities ,Haverhill,4,2,1,0,0,0,0,3,2,1,63935
Massachusetts,Cities ,Hingham,1,0,0,0,0,0,0,1,0,0,23960
Massachusetts,Cities ,Hull,1,1,0,0,0,0,0,0,1,0,10402
Massachusetts,Cities ,Kingston,0,1,0,0,0,0,0,0,1,0,13758
Massachusetts,Cities ,Leominster,1,0,0,0,0,0,0,0,0,1,41631
Massachusetts,Cities ,Lynn,2,4,1,0,0,0,0,2,5,0,94449
Massachusetts,Cities ,Malden,2,1,0,0,0,0,0,1,0,2,60746
Massachusetts,Cities ,Manchester-by-the-Sea,0,3,0,0,0,0,3,0,0,0,5423
Massachusetts,Cities ,Medford,1,3,0,0,0,0,0,1,1,2,57484
Massachusetts,Cities ,Medway,0,1,0,0,0,0,1,0,0,0,13405
Massachusetts,Cities ,Methuen,0,1,0,0,0,0,0,1,0,0,50727
Massachusetts,Cities ,Milton,1,0,1,0,0,0,1,1,0,0,27471
Massachusetts,Cities ,Montague,0,1,0,0,0,0,0,0,0,1,8298
Massachusetts,Cities ,Natick,1,0,1,0,0,0,1,0,1,0,36358
Massachusetts,Cities ,Needham,0,1,0,0,0,0,0,1,0,0,31275
Massachusetts,Cities ,Newburyport,1,0,1,0,0,0,0,2,0,0,18158
Massachusetts,Cities ,Newton,2,1,2,0,0,1,3,0,0,2,88658
Massachusetts,Cities ,North Andover,0,1,0,0,0,0,0,1,0,0,31428
Massachusetts,Cities ,Northampton,1,0,2,0,0,0,0,2,0,1,28735
Massachusetts,Cities ,Oak Bluffs,2,0,0,0,0,0,1,0,1,0,4681
Massachusetts,Cities ,Pepperell,0,1,0,0,0,0,0,1,0,0,12146
Massachusetts,Cities ,Pittsfield,0,0,1,0,0,0,0,0,1,0,42268
Massachusetts,Cities ,Provincetown,4,0,1,0,0,0,1,2,1,1,2939
Massachusetts,Cities ,Quincy,3,2,2,0,0,0,2,2,2,1,94113
Massachusetts,Cities ,Randolph,1,0,0,0,0,0,0,0,0,1,34385
Massachusetts,Cities ,Revere,1,0,0,0,0,0,0,0,0,1,53654
Massachusetts,Cities ,Salem,1,3,5,0,0,1,1,4,1,2,43443
Massachusetts,Cities ,Sharon,0,1,0,0,0,0,0,1,0,0,18973
Massachusetts,Cities ,Somerville,3,2,0,0,0,0,1,1,1,2,81668
Massachusetts,Cities ,Spencer,1,1,0,0,0,0,0,0,2,0,11911
Massachusetts,Cities ,Springfield,7,0,1,1,0,0,1,2,2,3,154306
Massachusetts,Cities ,Sturbridge,1,0,0,0,0,0,0,1,0,0,9611
Massachusetts,Cities ,Sunderland,1,1,0,0,0,0,0,0,1,0,3656
Massachusetts,Cities ,Swampscott,1,1,1,0,0,0,1,0,1,1,15296
